연번,군구명,병원종별,의료기관명,소재지,병실수,병상수,진료과목,
1495,남동구,의원,오라클피부과의원,"인천광역시 남동구 예술로 126, 6층 602,603호 (구월동, 링크126)",0,0,피부과 성형외과,
1496,남동구,의원,열린이비인후과의원,"인천광역시 남동구 에코중앙로156번길 5-23, 2층, 3층 (논현동)",0,0,이비인후과 소아청소년과 내과 피부과 안과,
1497,남동구,의원,메이플이비인후과의원,"인천광역시 남동구 호구포로 794-1 (구월동, 3층)",0,0,내과 이비인후과 소아청소년과,
1498,남동구,의원,서울아산이비인후과의원,"인천광역시 남동구 호구포로 808, 수정빌딩 3층 전체호 (구월동)",4,4,이비인후과 소아청소년과 내과 성형외과 피부과,
1499,남동구,의원,화인마취통증의학과의원,"인천광역시 남동구 논고개로 80 (논현동, 나노프라자 401호)",0,0,재활의학과 마취통증의학과 신경외과 정형외과,
1500,남동구,의원,오케이재활의학과의원,"인천광역시 남동구 호구포로 808, 401,402호 (구월동, 수정빌딩)",0,0,재활의학과 정형외과 마취통증의학과 신경과 신경외과,
1501,남동구,의원,향촌사랑내과의원,"인천광역시 남동구 만수서로 56, 303호 (만수동, 향촌메디칼)",0,0,내과 소아청소년과 이비인후과,
1502,남동구,의원,인사랑내과의원,"인천광역시 남동구 에코중앙로156번길 5-12, 201호 (논현동, 효성빌딩)",0,0,내과 소아청소년과 피부과 이비인후과 정형외과,
1503,남동구,의원,우리마취통증의학과의원,"인천광역시 남동구 남동대로 893, 5,9층 (간석동, 루카이스타워)",0,0,마취통증의학과 신경외과 재활의학과 정형외과,
1504,남동구,의원,연세수소아청소년과의원,"인천광역시 남동구 만수서로 56, 204호 (만수동)",0,0,내과 소아청소년과 이비인후과 피부과,
1505,남동구,의원,성모류마내과의원,"인천광역시 남동구 구월로 223, 305호 (구월동, 위너스프라자)",0,0,내과 신경과 소아청소년과 재활의학과 이비인후과,
1506,남동구,의원,만수서울이비인후과의원,"인천광역시 남동구 만수서로 56, 203호 (만수동, 향촌빌딩)",0,0,내과 이비인후과 소아청소년과 신경과 가정의학과,
1507,남동구,의원,키즈웰소아청소년과의원,"인천광역시 남동구 석산로 159, 401호 (간석동, 보인프라자)",0,0,내과 소아청소년과 이비인후과,
1508,남동구,의원,채움마취통증의학과의원,"인천광역시 남동구 석산로 159, 301호 (간석동, 보인플라자)",0,0,마취통증의학과 내과 정형외과 신경외과 재활의학과,
1509,남동구,의원,연세소래메디칼의원,"인천광역시 남동구 포구로 75, 2,3,4층 (논현동, 송원빌딩)",8,27,가정의학과 재활의학과 비뇨의학과 피부과 소아청소년과 성형외과 신경외과 정형외과 외과 신경과 내과,
1510,남동구,의원,순복정형외과의원,인천광역시 남동구 문화서로4번길 28 (구월동),8,24,정형외과 신경외과 내과 소아청소년과 피부과 비뇨의학과 재활의학과,
1511,남동구,의원,상쾌한속내과의원,"인천광역시 남동구 주안로 231, 2층 (간석동)",0,0,내과 신경과 정신건강의학과 외과 피부과 비뇨의학과 정형외과 영상의학과 산부인과 병리과 소아청소년과 진단검사의학과 안과 이비인후과,
1512,남동구,의원,남촌굿모닝의원,"인천광역시 남동구 남촌동로35번길 4, 2,3층 (남촌동)",0,0,내과 신경과 외과 정형외과 신경외과 이비인후과 피부과 가정의학과,
1513,남동구,의원,서울유앤이비인후과의원,"인천광역시 남동구 인하로 616, 205호 (구월동)",0,0,이비인후과 소아청소년과 내과 피부과,
1514,남동구,의원,이앤박이비인후과의원,"인천광역시 남동구 논고개로 101, 504호 (논현동, 아름다운타워)",0,0,내과 소아청소년과 이비인후과 피부과,
1515,남동구,의원,마이비산부인과의원,"인천광역시 남동구 논고개로123번길 17, 701~705,712일부호 (논현동, 아이플렉스)",9,9,산부인과,
1516,남동구,의원,이젠성형외과의원,"인천광역시 남동구 남동대로 899, 이젠성형외과빌딩 4층, 5층 (간석동)",0,0,성형외과,
1517,남동구,의원,연세예소아청소년과의원,"인천광역시 남동구 논고개로 121, 301호 (논현동, 에스닷몰)",0,0,내과 피부과 이비인후과 소아청소년과,
1518,남동구,의원,아비쥬의원,"인천광역시 남동구 인하로507번길 4, 9층,10층 (구월동, 벽성빌딩)",0,0,가정의학과 피부과 성형외과,
1519,남동구,의원,최재빈가정의학과의원,"인천광역시 남동구 석정로 571, 202호 (간석동, 정은A상가)",0,0,가정의학과 내과 소아청소년과 이비인후과 피부과 비뇨의학과,
1520,남동구,의원,늘푸른내과의원,"인천광역시 남동구 논고개로 325, 3층 (도림동, 명례빌딩)",0,0,내과 소아청소년과 이비인후과,
1521,남동구,의원,심연세이비인후과의원,"인천광역시 남동구 호구포로 220, 403호 (논현동, 명진프라자)",0,0,이비인후과,
1522,남동구,의원,늘푸른의원,"인천광역시 남동구 용천로88번길 3, 203,205호 (구월동)",0,0,가정의학과 내과 소아청소년과 이비인후과 피부과 정형외과 재활의학과 마취통증의학과 비뇨의학과 외과,
1523,남동구,의원,아이윌의원,"인천광역시 남동구 성말로13번길 15, 306,307호 (구월동, 메인프라자)",0,0,피부과,
1524,남동구,의원,인천속내과의원,"인천광역시 남동구 호구포로 893, 3층, 4층 (간석동, 중앙빌딩)",0,0,내과 산부인과 소아청소년과 이비인후과 피부과 영상의학과,
1525,남동구,의원,행복드림의원,"인천광역시 남동구 호구포로 808, 수정빌딩 601,602호 (구월동)",0,0,정신건강의학과 외과 마취통증의학과 내과,
1526,남동구,의원,그린메디칼의원,"인천광역시 남동구 석산로 171, 동양스포츠센타 2,3층 (간석동)",9,29,내과 외과 신경외과 소아청소년과 피부과 비뇨의학과 정형외과,
1527,남동구,의원,서창내과의원,"인천광역시 남동구 매소홀로 1137, 2층 (서창동)",0,0,내과 소아청소년과 이비인후과,
1528,남동구,의원,서울피부과의원,"인천광역시 남동구 경원대로 971, 2층 (간석동, 홈플러스간석점)",0,0,내과 피부과 성형외과,
1529,남동구,의원,한물결의원,"인천광역시 남동구 포구로 64-35, 2층 (논현동)",0,0,내과 소아청소년과 피부과,
1530,남동구,의원,논현손호균마취통증의학과의원,"인천광역시 남동구 청능대로 581, 602,603호 (논현동, 광성프라자)",0,0,마취통증의학과 재활의학과 정형외과 신경외과,
1531,남동구,의원,임팩트비뇨기과의원,"인천광역시 남동구 성말로13번길 15, 401호 (구월동, 메인프라자)",0,0,비뇨의학과,
1532,남동구,의원,수앤수성형외과의원,"인천광역시 남동구 논고개로123번길 17, 아이플렉스 513호 (논현동)",0,0,정형외과 성형외과 외과 신경외과 내과 소아청소년과 피부과 비뇨의학과 재활의학과,
1533,남동구,의원,유로진남성의원,"인천광역시 남동구 인주대로 645, 4층 (구월동)",0,0,비뇨의학과,
1534,남동구,의원,고은미의원,"인천광역시 남동구 논고개로123번길 17, 405호 (논현동, 아이플렉스)",0,0,피부과 성형외과 가정의학과,
1535,남동구,의원,연세똘똘이소아청소년과의원,"인천광역시 남동구 호구포로 794-1, 2층 (구월동)",0,0,소아청소년과 내과 이비인후과 피부과,
1536,남동구,의원,스타일성형외과의원,"인천광역시 남동구 인하로489번길 10, 6층 (구월동)",0,0,성형외과 피부과,
1537,남동구,의원,에코의원,"인천광역시 남동구 논고개로 101, 604호 (논현동, 아름다운타워)",0,0,성형외과 피부과 마취통증의학과,
1538,남동구,의원,조은아산내과의원,"인천광역시 남동구 호구포로 220, 명진프라자 401,402호 (논현동)",0,0,내과 소아청소년과 이비인후과 피부과 비뇨의학과,
1539,남동구,의원,서울성모정형외과의원,"인천광역시 남동구 호구포로 220, 명진프라자 5층 702호 (논현동)",8,20,재활의학과 비뇨의학과 피부과 소아청소년과 마취통증의학과 정형외과 외과 신경과 내과,
1540,남동구,의원,라엘의원,"인천광역시 남동구 석산로 159, 402호,403호,405호 (간석동)",0,0,산부인과 피부과 가정의학과 성형외과,
1541,남동구,의원,코아이비인후과의원,"인천광역시 남동구 논고개로 121, 401,403호 (논현동, 에스닷몰)",3,3,이비인후과 내과 소아청소년과 가정의학과,
1542,남동구,의원,이준승내과의원,"인천광역시 남동구 구월로 223, 위너스프라자 2층 201,202,203호 (구월동)",0,0,내과 소아청소년과 이비인후과,
1543,남동구,의원,논현이이주내과의원,"인천광역시 남동구 논고개로123번길 17, 407~411호 (논현동, 아이플렉스)",0,0,내과,
1544,남동구,의원,한사랑이비인후과의원,"인천광역시 남동구 논고개로123번길 17, 404호 (논현동, 아이플렉스)",0,0,이비인후과 내과 소아청소년과,
1545,남동구,의원,라임비뇨기과의원,"인천광역시 남동구 논고개로123번길 17, 412호 (논현동, 아이플렉스)",0,0,비뇨의학과 피부과,
1546,남동구,의원,최앤박내과외과의원,"인천광역시 남동구 논고개로 114, 에이스타워 401,402,403,502호 (논현동)",6,6,외과 성형외과 내과,
1547,남동구,의원,서울항맥외과의원,"인천광역시 남동구 논고개로123번길 17, 308호 (논현동, 아이플렉스)",4,6,내과 외과 소아청소년과,
1548,남동구,의원,쿨맨남성의원,"인천광역시 남동구 인하로 501, 8층 (구월동, 삼성디지털프라자)",0,0,비뇨의학과 성형외과 피부과,
1549,남동구,의원,봄빛소아청소년과의원,"인천광역시 남동구 매소홀로 1137, 2층 (서창동)",0,0,소아청소년과,
1550,남동구,의원,도담소아청소년과의원,"인천광역시 남동구 독점로30번길 1, 2층 일부호 (구월동, 에이스프라자)",0,0,소아청소년과,
1551,남동구,의원,연세예피부과의원,"인천광역시 남동구 청능대로 581, 3층 일부호 (논현동, 광성프라자)",0,0,피부과,
1552,남동구,의원,지오피부과의원,"인천광역시 남동구 청능대로 583, 302,303호 (논현동, 중앙프라자)",0,0,피부과,
1553,남동구,의원,필의원,"인천광역시 남동구 구월로 223, 4층 401일부호 (구월동, 위너스프라자)",0,0,피부과,
1554,남동구,의원,논현우리정형외과의원,"인천광역시 남동구 청능대로 583, 5층 일부호 (논현동, 중앙프라자)",6,24,정형외과 신경외과 재활의학과 외과 내과 소아청소년과 피부과 비뇨의학과 신경과 마취통증의학과 이비인후과,
1555,남동구,의원,간석연세이비인후과의원,"인천광역시 남동구 석산로 156, 1동 203호 (간석동, 간석레미안자이상가)",1,1,이비인후과,
1556,남동구,의원,차외과의원,인천광역시 남동구 인주대로 643 (구월동),9,17,외과,
1557,남동구,의원,마리의원,"인천광역시 남동구 인하로507번길 9, 201호 (구월동, 하나프라자)",0,0,피부과,
1558,남동구,의원,논현서울안과의원,"인천광역시 남동구 청능대로 581 (논현동, 광성프라자701,702)",0,0,안과 내과,
1559,남동구,의원,서울지에이치(GH)하지외과의원,"인천광역시 남동구 예술로 126, 507호 (구월동)",1,2,외과,
1560,남동구,의원,논현연세정형외과의원,"인천광역시 남동구 논고개로 114, 에이스타워 6층 703호 (논현동)",6,19,재활의학과 방사선종양학과 비뇨의학과 피부과 소아청소년과 마취통증의학과 정형외과 외과 신경과 내과,
1561,남동구,의원,바른성모내과의원,"인천광역시 남동구 남동대로 860, 1동 201호 (간석동, 래미안자이상가)",0,0,내과 소아청소년과 이비인후과,
1562,남동구,의원,조수신소아청소년과의원,"인천광역시 남동구 논고개로123번길 45, 302층 전체호 (논현동, 태성프라자)",0,0,예방의학과 비뇨의학과 피부과 안과 소아청소년과 정형외과 외과 정신건강의학과 신경과 내과,
1563,남동구,의원,사랑해차의원,"인천광역시 남동구 남동대로 900, 2층 (간석동)",0,0,가정의학과,
1564,남동구,의원,최승열정형외과의원,"인천광역시 남동구 경인로 520, 2층 203, 204호 (간석동, 탑프라자2)",0,0,정형외과 내과 신경외과 재활의학과 피부과 비뇨의학과 소아청소년과 이비인후과,
1565,남동구,의원,연세푸른의원,인천광역시 남동구 독곡로6번길 4 (서창동),0,0,내과 외과 이비인후과 정형외과 소아청소년과 피부과 비뇨의학과,
1566,남동구,의원,손지원내과의원,"인천광역시 남동구 예술로140번길 29, 2층 (구월동, 남동빌딩)",0,0,내과,
1567,남동구,의원,인하양내과의원,"인천광역시 남동구 석정로 501, 3층 일부호 (간석동, 경신빌딩 주건축물제1동)",0,0,내과 소아청소년과 이비인후과 피부과 정형외과,
1568,남동구,의원,논현사랑내과의원,"인천광역시 남동구 논현역로 8, 4층 일부호 (논현동, 아이엠프라자)",0,0,내과,
1569,남동구,의원,구월김안과의원,"인천광역시 남동구 호구포로 808, 수정빌딩 501호 (구월동)",0,0,안과,
1570,남동구,의원,세인트여성의원,"인천광역시 남동구 은봉로 309, 2층 (논현동, 논현프라자)",0,0,산부인과 소아청소년과 가정의학과 피부과,
1571,남동구,의원,간석굿모닝의원,인천광역시 남동구 석산로169번길 17 (간석동),0,0,비뇨의학과,
1572,남동구,의원,참빛마취통증의학과의원,인천광역시 남동구 구월로 284 (구월동),0,0,마취통증의학과 가정의학과 재활의학과 정형외과 신경과,
1573,남동구,의원,엘리트성형외과의원,"인천광역시 남동구 인주대로 593, 7층 (구월동)",0,0,내과 외과 성형외과 마취통증의학과 피부과 가정의학과,
1574,남동구,의원,두리이비인후과의원,"인천광역시 남동구 인하로 497-8 (구월동, 3층일부)",2,2,이비인후과 내과 소아청소년과 성형외과,
1575,남동구,의원,이레마취통증의학과의원,"인천광역시 남동구 장승남로 46, 2층 일부호 (만수동)",0,0,마취통증의학과 정형외과 외과 신경외과,
1576,남동구,의원,유앤미비뇨기과의원,"인천광역시 남동구 호구포로 818, 4층 413~416호 (구월동, 퍼스트하임프라자)",0,0,비뇨의학과 피부과 가정의학과 외과,
1577,남동구,의원,예미안피부과의원,"인천광역시 남동구 호구포로 818, 202,203일부호 (구월동, 퍼스트하임)",0,0,피부과,
1578,남동구,의원,다인안과의원,"인천광역시 남동구 호구포로 818, 405~407,517 호 (구월동, 퍼스트하임프라자)",0,0,안과,
1579,남동구,의원,서울삼성내과의원,"인천광역시 남동구 호구포로 818, 409~412호 (구월동, 퍼스트하임프라자)",0,0,내과 소아청소년과 이비인후과 피부과 비뇨의학과 영상의학과,
1580,남동구,의원,서울수피부과의원,"인천광역시 남동구 성말로13번길 15, 메인프라자 406호 (구월동)",0,0,피부과,
1581,남동구,의원,우리정형외과의원,"인천광역시 남동구 구월로 284, 1,4,5층 (구월동)",0,0,정형외과 신경외과 외과 재활의학과 피부과 비뇨의학과,
1582,남동구,의원,골드만비뇨기과의원,"인천광역시 남동구 예술로 138, 이토타워 15층 1501,1509,1510,1511,1512,1513호 (구월동)",3,3,비뇨의학과 피부과,
1583,남동구,의원,본의원,"인천광역시 남동구 구월남로342번길 3, 2층 (만수동)",0,0,내과 정형외과 소아청소년과 이비인후과 피부과 비뇨의학과,
1584,남동구,의원,박내과의원,"인천광역시 남동구 구월로 376, 201호 (만수동, 정은프라자)",0,0,내과,
1585,남동구,의원,푸른맥외과의원,"인천광역시 남동구 인하로507번길 4, 801호 (구월동, 한성빌딩)",0,0,외과 내과 이비인후과 정형외과 신경외과 소아청소년과 피부과 비뇨의학과,
1586,남동구,의원,서울의원,"인천광역시 남동구 포구로 96, 203호일부, 204호 (논현동, 주공A상가)",0,0,내과,
1587,남동구,의원,우리내과의원,"인천광역시 남동구 인주대로 865, 3층 일부호 (만수동, 승창빌딩)",0,0,진단검사의학과 병리과 영상의학과 비뇨의학과 피부과 소아청소년과 산부인과 내과,
1588,남동구,의원,조영복내과의원,"인천광역시 남동구 구월로 348, 2층, 3층일부 (만수동)",0,0,내과 소아청소년과 이비인후과 피부과 정형외과 비뇨의학과,
1589,남동구,의원,굿모닝의원,"인천광역시 남동구 인하로489번길 4, 4층 일부호 (구월동, 맨하탄빌딩)",1,1,비뇨의학과 피부과,
1590,남동구,의원,간석밝은안과의원,"인천광역시 남동구 남동대로 890, 401호 (간석동, 탑메디칼)",1,1,안과,
1591,남동구,의원,다나의원,"인천광역시 남동구 만수로 29-1, 2층 일부호 (만수동)",0,0,가정의학과,
1592,남동구,의원,장수찬신경외과의원,"인천광역시 남동구 성말로13번길 15, 302호,308호 (구월동, 메인프라자)",0,0,신경외과 내과 외과 정형외과 소아청소년과 영상의학과 비뇨의학과 피부과,
1593,남동구,의원,CNP차앤박피부과의원,"인천광역시 남동구 예술로 138, 405~407호 (구월동, 이토타워)",0,0,피부과,
1594,남동구,의원,아이미즈산부인과의원,"인천광역시 남동구 백범로 179, 1~4층 (만수동)",10,10,산부인과,
1595,남동구,의원,모식외과의원,"인천광역시 남동구 인하로 497-5, 12층 1203호 (구월동, 푸른세상안과빌딩)",0,0,외과 내과 피부과,
1596,남동구,의원,참조은내과의원,"인천광역시 남동구 에코중앙로156번길 5-19, 2층 (논현동)",0,0,소아청소년과 내과 정신건강의학과 정형외과 산부인과 안과 피부과 병리과 가정의학과 이비인후과,
1597,남동구,의원,Dr.송내과의원,"인천광역시 남동구 담방로 45, 301호 (만수동, 희망프라자)",0,0,내과,
1598,남동구,의원,다듬성형외과의원,"인천광역시 남동구 성말로 10, 308,309호 (구월동, 효명프라자)",0,0,성형외과,
1599,남동구,의원,솔의원,"인천광역시 남동구 호구포로 796, 3층 (구월동)",0,0,비뇨의학과 피부과,
1600,남동구,의원,모래내정형외과의원,"인천광역시 남동구 구월남로 280, 2층 일부호 (구월동)",0,0,정형외과,
1601,남동구,의원,위대항맥외과의원,"인천광역시 남동구 인하로 497-5, 푸른세상안과 13층 1301호 (구월동)",1,1,내과 외과 소아청소년과,
1602,남동구,의원,인하의원,"인천광역시 남동구 인주대로 773, 1~4층 (구월동)",6,24,내과,
1603,남동구,의원,인하내과의원,"인천광역시 남동구 구월로 280, 3층 (구월동, 연세메디칼빌딩)",0,0,내과,
1604,남동구,의원,방금화산부인과의원,"인천광역시 남동구 남동대로 890, 202호 (간석동, 탑메디칼)",0,0,가정의학과 비뇨의학과 피부과 산부인과,
1605,남동구,의원,우리이비인후과의원,"인천광역시 남동구 구월로 212, 3층 302호 (구월동, 힐캐슬프라자)",0,0,이비인후과,
1606,남동구,의원,21세기미소내과의원,"인천광역시 남동구 백범로 322, 2층 (간석동, 진메디칼센터)",0,0,내과,
1607,남동구,의원,세이미피부과의원,"인천광역시 남동구 인하로 501, 4층 (구월동, 삼성전자빌딩)",0,0,피부과,
1608,남동구,의원,참사랑의원,"인천광역시 남동구 백범로 204, 2층 (만수동)",0,0,가정의학과,
1609,남동구,의원,우리가족의원,인천광역시 남동구 논고개로 337 (도림동),0,0,가정의학과,
1610,남동구,의원,한마음의원,인천광역시 남동구 인주대로 541 (구월동),0,0,내과 신경과 외과 정형외과 소아청소년과 이비인후과 피부과 비뇨의학과 가정의학과,
1611,남동구,의원,후생의원,인천광역시 남동구 경인로 772 (간석동),0,0,심장혈관흉부외과 피부과 내과 소아청소년과 신경과,
1612,남동구,의원,우리의원,"인천광역시 남동구 인주대로 664, 메인프라자 2차 303,304호 (구월동)",0,0,가정의학과 내과 외과 소아청소년과 정형외과 신경외과 피부과 이비인후과,
1613,남동구,의원,강문호내과의원,"인천광역시 남동구 남동대로 772, 2층 일부호 (구월동, 동성빌딩)",0,0,내과,
1614,남동구,의원,미래정신과의원,"인천광역시 남동구 성말로13번길 15, 3층 9호 (구월동, 메인프라자)",0,0,정신건강의학과,
1615,남동구,의원,조내과의원,인천광역시 남동구 만수로 45 (만수동),0,0,비뇨의학과 피부과 이비인후과 소아청소년과 산부인과 내과,
1616,남동구,의원,서울안과의원,인천광역시 남동구 백범로 322 (간석동),0,0,안과,
1617,남동구,의원,닥터정앤박날씬의원,"인천광역시 남동구 성말로 10 (구월동, 효명프라자)",0,0,성형외과 피부과,
1618,남동구,의원,다정산부인과의원,인천광역시 남동구 호구포로 826 (구월동),1,2,산부인과 소아청소년과,
1619,남동구,의원,박지원산부인과의원,"인천광역시 남동구 인하로 497-8, 5층 알뷰호 (구월동, 오아시스빌딩)",0,0,산부인과,
1620,남동구,의원,인천신세계성형외과의원,"인천광역시 남동구 인하로 497-8 (구월동, 오아시스빌딩 5층 일부)",0,0,성형외과,
1621,남동구,의원,한나의원,"인천광역시 남동구 호구포로 812, 한빛하이존 401,402호 (구월동)",0,0,내과 신경과 외과 정형외과 신경외과 마취통증의학과 소아청소년과 안과 이비인후과 피부과 비뇨의학과 가정의학과,
1622,남동구,의원,휴내과의원,"인천광역시 남동구 인하로 497-5, 8층 801호 (구월동, 푸른세상안과빌딩)",0,0,영상의학과 이비인후과 소아청소년과 산부인과 내과,
1623,남동구,의원,푸른세상안과의원,"인천광역시 남동구 인하로 497-5, 푸른세상안과 501호,6층,707호 (구월동)",2,4,안과,
1624,남동구,의원,서울정신건강의학과의원,"인천광역시 남동구 인하로489번길 28, 501,502호 (구월동, 로데오플라자)",0,0,정신건강의학과 신경과,
1625,남동구,의원,미래신경과의원,"인천광역시 남동구 남동대로 892, 4층 (간석동, 일주빌딩)",0,0,신경과,
1626,남동구,의원,맘마외과의원,"인천광역시 남동구 인주대로 732, 1~4층 5층 일부호 (구월동)",0,0,외과 내과 피부과,
1627,남동구,의원,메트로피부과의원,"인천광역시 남동구 인하로 497-5, 9층일부호 (구월동, 푸른세상안과빌딩)",0,0,피부과,
1628,남동구,의원,서울이비인후과의원,인천광역시 남동구 예술로 138 (구월동),2,2,이비인후과,
1629,남동구,의원,2010성형외과의원,"인천광역시 남동구 예술로 138 (구월동, 이토타워401호,402호)",0,0,성형외과,
1630,남동구,의원,전내과의원,"인천광역시 남동구 구월말로 117, 2층 (만수동)",0,0,내과,
1631,남동구,의원,속편한내과의원,"인천광역시 남동구 인하로507번길 63, 5층 전체호 (구월동, 모아메디컬타워)",6,14,내과,
1632,남동구,의원,만수연합의원,"인천광역시 남동구 복개동로 64, 대영빌딩 2층 (만수동)",0,0,가정의학과,
1633,남동구,의원,속시원한내과의원,"인천광역시 남동구 남동대로 894, 3층 (간석동, 강남빌딩)",0,0,내과,
1634,남동구,의원,예스메디칼의원,인천광역시 남동구 장승남로 37 (만수동),0,0,내과 외과 정형외과 소아청소년과 이비인후과 재활의학과 영상의학과,
1635,남동구,의원,이진호내과의원,인천광역시 남동구 구월로 75 (간석동),0,0,내과,
1636,남동구,의원,논현메디칼정형외과의원,"인천광역시 남동구 남동대로370번길 113, 2층,3층 (논현동)",9,29,외과 정형외과 신경외과 내과 소아청소년과 진단검사의학과 영상의학과,
1637,남동구,의원,현내과의원,"인천광역시 남동구 만수로 39, A동 3층 4호 (만수동, 만수쇼핑)",0,0,내과,
1638,남동구,의원,견우정형외과의원,"인천광역시 남동구 호구포로 911, 3층 (간석동, 신일빌딩)",0,0,정형외과 내과 외과 피부과 소아청소년과 재활의학과 신경외과 비뇨의학과,
1639,남동구,의원,현대정형외과의원,"인천광역시 남동구 구월로 300-1, 1,2,4,5층 (만수동)",9,24,정형외과 신경외과 외과 내과 소아청소년과 피부과 비뇨의학과,
1640,남동구,의원,송승용이비인후과의원,"인천광역시 남동구 장승남로 54, 3층 (만수동, 신영프라자)",0,0,이비인후과,
1641,남동구,의원,한사랑의원,"인천광역시 남동구 만수로 107, 2층 (만수동, 은성프라자)",0,0,내과 소아청소년과 이비인후과 방사선종양학과 피부과 병리과 비뇨의학과 정형외과,
1642,남동구,의원,삼성안과의원,"인천광역시 남동구 인하로 501, 7층 (구월동, 삼성전자빌딩)",0,0,안과,
1643,남동구,의원,이형원소아청소년과의원,인천광역시 남동구 호구포로 921 (간석동),0,0,소아청소년과,
1644,남동구,의원,고은소아청소년과의원,"인천광역시 남동구 구월남로 280, 3층 (구월동, 알파프라자)",0,0,소아청소년과,
1645,남동구,의원,추원석내과의원,인천광역시 남동구 백범로 374 (간석동),0,0,내과,
1646,남동구,의원,간석메디정형외과의원,"인천광역시 남동구 백범로 276, 자하1,지상1~3층 (간석동)",9,29,정형외과 외과 내과 소아청소년과 비뇨의학과 피부과,
1647,남동구,의원,제일메디칼의원,"인천광역시 남동구 만수로 78, 1~2층 전체호 (만수동)",0,0,정형외과,
1648,남동구,의원,노상수소아청소년과의원,"인천광역시 남동구 남동대로 890, 201호 (간석동, 탑메디칼)",0,0,소아청소년과,
1649,남동구,의원,미래로성형외과의원,"인천광역시 남동구 인하로507번길 14, 탑프라자 4층 401호 (구월동)",0,0,성형외과,
1650,남동구,의원,정우식소아청소년과의원,"인천광역시 남동구 호구포로535번길 24, 201호 (남촌동, 광천빌딩)",0,0,소아청소년과 내과 이비인후과 피부과 비뇨의학과,
1651,남동구,의원,한빛산부인과의원,"인천광역시 남동구 서창남로 77, 301,302호 (서창동)",0,0,산부인과 가정의학과 피부과,
1652,남동구,의원,서울외과의원,"인천광역시 남동구 인주대로 506-1, 2,3층 (구월동, 서울외과빌딩)",6,10,외과 내과 소아청소년과 비뇨의학과 정형외과,
1653,남동구,의원,다정한소아청소년과의원,"인천광역시 남동구 호구포로 818 (구월동, 퍼스트하임 208,209,210호)",0,0,소아청소년과 내과,
1654,남동구,의원,서울내과의원,인천광역시 남동구 백범로 325 (간석동),0,0,산부인과 소아청소년과 내과 피부과,
1655,남동구,의원,양소아청소년과의원,"인천광역시 남동구 함박뫼로 441, 203호 (논현동)",0,0,소아청소년과,
1656,남동구,의원,윤병화정형외과의원,인천광역시 남동구 담방로 45 (만수동),0,0,정형외과,
1657,남동구,의원,만수연세정형외과의원,"인천광역시 남동구 만수로 47, 6층 ,703호704호 (만수동)",0,0,정형외과 내과 재활의학과 신경외과 가정의학과 외과 심장혈관흉부외과 영상의학과 비뇨의학과 소아청소년과 이비인후과 성형외과,
1658,남동구,의원,장태일내과의원,인천광역시 남동구 구월로 284 (구월동),0,0,내과,
1659,남동구,의원,서린정형외과의원,"인천광역시 남동구 백범로 204, 지하1층,3~5층 (만수동)",7,23,정형외과 외과 내과 신경외과 소아청소년과 피부과 비뇨의학과,
1660,남동구,의원,인천영상진단방사선과의원,"인천광역시 남동구 인주대로623번길 63, 1,2,3층 일부호 (구월동)",0,0,영상의학과,
1661,남동구,의원,위성정형외과의원,"인천광역시 남동구 남동대로 902-1, 지하1층 1~4층 (간석동)",11,23,정형외과,
1662,남동구,의원,(사)경찰공제회남부의원,인천광역시 남동구 아암대로 1247 (고잔동),0,0,가정의학과,
1663,남동구,의원,누가의원,인천광역시 남동구 경인로644번길 119 (간석동),0,0,소아청소년과 성형외과 내과,
1664,남동구,의원,소화소아청소년과의원,"인천광역시 남동구 만수로 63, 303,304호 (만수동, 만수프라자)",0,0,소아청소년과 이비인후과 내과 피부과,
1665,남동구,의원,박태용안과의원,인천광역시 남동구 만수로 47 (만수동),0,0,안과,
1666,남동구,의원,유태선이비인후과의원,"인천광역시 남동구 만수로 47, 402호 (만수동, 반도프라자)",0,0,이비인후과,
1667,남동구,의원,최내과의원,인천광역시 남동구 호구포로 885 (간석동),0,0,내과,
1668,남동구,의원,박무정내과의원,"인천광역시 남동구 남촌동로25번길 4, 2층 (남촌동)",0,0,내과,
1669,남동구,의원,남동성심의원,"인천광역시 남동구 장승로 41, 지하1층 일부호, 1층 101호 (만수동)",0,0,내과 소아청소년과 외과 정형외과 비뇨의학과 피부과 가정의학과 안과,
1670,남동구,의원,민비뇨기과의원,"인천광역시 남동구 만수로 47, 302호 (만수동)",0,0,비뇨의학과 피부과,
1671,남동구,의원,남동정형외과의원,"인천광역시 남동구 백범로 185, 1~5층 (만수동)",7,24,정형외과,
1672,남동구,의원,연세가정의원,"인천광역시 남동구 담방로 105, 상가701동 101호 (만수동, 만수주공7단지상가빌딩)",0,0,가정의학과,
1673,남동구,의원,강남성모의원,인천광역시 남동구 호구포로 798 (구월동),0,0,내과,
1674,남동구,의원,이지피부과의원,"인천광역시 남동구 남동대로 893, 4층 (간석동, 루카이스타워)",0,0,피부과,
1675,남동구,의원,최이비인후과의원,인천광역시 남동구 문화서로4번길 2 (구월동),0,0,이비인후과,
1676,남동구,의원,한마음산부인과의원,"인천광역시 남동구 인주대로 865, 2층 (만수동, 승창빌딩)",0,0,산부인과,
1677,남동구,의원,본비뇨기과의원,"인천광역시 남동구 담방로 39, 302호 (만수동, 로얄프라자)",0,0,비뇨의학과 피부과,
